x,y,dy/dx
6.580,0.258,0.182
6.582,0.258,0.182
6.584,0.258,0.182
6.586,0.259,0.182
6.588,0.259,0.182
6.590,0.259,0.182
6.592,0.260,0.183
6.594,0.260,0.183
6.596,0.261,0.183
6.598,0.261,0.183
6.600,0.261,0.183
6.602,0.262,0.183
6.604,0.262,0.183
6.606,0.262,0.183
6.608,0.263,0.183
6.610,0.263,0.183
6.612,0.263,0.184
6.614,0.264,0.184
6.616,0.264,0.184
6.618,0.265,0.184
6.620,0.265,0.184
6.622,0.265,0.184
6.624,0.266,0.184
6.626,0.266,0.184
6.628,0.266,0.184
6.630,0.267,0.184
6.632,0.267,0.184
6.634,0.268,0.184
6.636,0.268,0.184
6.638,0.268,0.184
6.640,0.269,0.185
6.642,0.269,0.185
6.644,0.269,0.185
6.646,0.270,0.185
6.648,0.270,0.185
6.650,0.270,0.185
6.652,0.271,0.185
6.654,0.271,0.185
6.656,0.272,0.185
6.658,0.272,0.185
6.660,0.272,0.185
6.662,0.273,0.185
6.664,0.273,0.185
6.666,0.273,0.185
6.668,0.274,0.185
6.670,0.274,0.185
6.672,0.275,0.185
6.674,0.275,0.185
6.676,0.275,0.186
6.678,0.276,0.186
6.680,0.276,0.186
6.682,0.276,0.186
6.684,0.277,0.186
6.686,0.277,0.186
6.688,0.278,0.186
6.690,0.278,0.186
6.692,0.278,0.186
6.694,0.279,0.186
6.696,0.279,0.186
6.698,0.279,0.186
6.700,0.280,0.186
6.702,0.280,0.186
6.704,0.281,0.186
6.706,0.281,0.186
6.708,0.281,0.186
6.710,0.282,0.186
6.712,0.282,0.186
6.714,0.282,0.186
6.716,0.283,0.186
6.718,0.283,0.186
6.720,0.283,0.186
6.722,0.284,0.186
6.724,0.284,0.186
6.726,0.285,0.186
6.728,0.285,0.186
6.730,0.285,0.186
6.732,0.286,0.186
6.734,0.286,0.186
6.736,0.286,0.186
6.738,0.287,0.186
6.740,0.287,0.186
6.742,0.288,0.186
6.744,0.288,0.186
6.746,0.288,0.186
6.748,0.289,0.186
6.750,0.289,0.186
6.752,0.289,0.186
6.754,0.290,0.186
6.756,0.290,0.186
6.758,0.291,0.186
6.760,0.291,0.186
6.762,0.291,0.186
6.764,0.292,0.186
6.766,0.292,0.186
6.768,0.292,0.186
6.770,0.293,0.186
6.772,0.293,0.186
6.774,0.294,0.185
6.776,0.294,0.185
6.778,0.294,0.185
6.780,0.295,0.185
6.782,0.295,0.185
6.784,0.295,0.185
6.786,0.296,0.185
6.788,0.296,0.185
6.790,0.296,0.185
6.792,0.297,0.185
6.794,0.297,0.185
6.796,0.298,0.185
6.798,0.298,0.185
6.800,0.298,0.185
6.802,0.299,0.185
6.804,0.299,0.185
6.806,0.299,0.185
6.808,0.300,0.185
6.810,0.300,0.184
6.812,0.301,0.184
6.814,0.301,0.184
6.816,0.301,0.184
6.818,0.302,0.184
6.820,0.302,0.184
6.822,0.302,0.184
6.824,0.303,0.184
6.826,0.303,0.184
6.828,0.303,0.184
6.830,0.304,0.184
6.832,0.304,0.183
6.834,0.305,0.183
6.836,0.305,0.183
6.838,0.305,0.183
6.840,0.306,0.183
6.842,0.306,0.183
6.844,0.306,0.183
6.846,0.307,0.183
6.848,0.307,0.183
6.850,0.308,0.183
6.852,0.308,0.182
6.854,0.308,0.182
6.856,0.309,0.182
6.858,0.309,0.182
6.860,0.309,0.182
6.862,0.310,0.182
6.864,0.310,0.182
6.866,0.310,0.182
6.868,0.311,0.181
6.870,0.311,0.181
6.872,0.312,0.181
6.874,0.312,0.181
6.876,0.312,0.181
6.878,0.313,0.181
6.880,0.313,0.181
6.882,0.313,0.180
6.884,0.314,0.180
6.886,0.314,0.180
6.888,0.314,0.180
6.890,0.315,0.180
6.892,0.315,0.180
6.894,0.315,0.180
6.896,0.316,0.179
6.898,0.316,0.179
6.900,0.317,0.179
6.902,0.317,0.179
6.904,0.317,0.179
6.906,0.318,0.179
6.908,0.318,0.178
6.910,0.318,0.178
6.912,0.319,0.178
6.914,0.319,0.178
6.916,0.319,0.178
6.918,0.320,0.178
6.920,0.320,0.177
6.922,0.320,0.177
6.924,0.321,0.177
6.926,0.321,0.177
6.928,0.322,0.177
6.930,0.322,0.176
6.932,0.322,0.176
6.934,0.323,0.176
6.936,0.323,0.176
6.938,0.323,0.176
6.940,0.324,0.175
6.942,0.324,0.175
6.944,0.324,0.175
6.946,0.325,0.175
6.948,0.325,0.175
6.950,0.325,0.174
6.952,0.326,0.174
6.954,0.326,0.174
6.956,0.326,0.174
6.958,0.327,0.173
6.960,0.327,0.173
6.962,0.328,0.173
6.964,0.328,0.173
6.966,0.328,0.173
6.968,0.329,0.172
6.970,0.329,0.172
6.972,0.329,0.172
6.974,0.330,0.172
6.976,0.330,0.171
6.978,0.330,0.171
6.980,0.331,0.171
6.982,0.331,0.171
6.984,0.331,0.170
6.986,0.332,0.170
6.988,0.332,0.170
6.990,0.332,0.170
6.992,0.333,0.169
6.994,0.333,0.169
6.996,0.333,0.169
6.998,0.334,0.169
7.000,0.334,0.168
7.002,0.334,0.168
7.004,0.335,0.168
7.006,0.335,0.167
7.008,0.335,0.167
7.010,0.336,0.167
7.012,0.336,0.167
7.014,0.336,0.166
7.016,0.337,0.166
7.018,0.337,0.166
7.020,0.337,0.166
7.022,0.338,0.165
7.024,0.338,0.165
7.026,0.338,0.165
7.028,0.339,0.164
7.030,0.339,0.164
7.032,0.339,0.164
7.034,0.340,0.163
7.036,0.340,0.163
7.038,0.340,0.163
7.040,0.341,0.162
7.042,0.341,0.162
7.044,0.341,0.162
7.046,0.342,0.162
7.048,0.342,0.161
7.050,0.342,0.161
7.052,0.343,0.161
7.054,0.343,0.160
7.056,0.343,0.160
7.058,0.344,0.160
7.060,0.344,0.159
7.062,0.344,0.159
7.064,0.344,0.159
7.066,0.345,0.158
7.068,0.345,0.158
7.070,0.345,0.158
7.072,0.346,0.157
7.074,0.346,0.157
7.076,0.346,0.157
7.078,0.347,0.156
7.080,0.347,0.156
7.082,0.347,0.155
7.084,0.348,0.155
7.086,0.348,0.155
7.088,0.348,0.154
7.090,0.349,0.154
7.092,0.349,0.154
7.094,0.349,0.153
7.096,0.349,0.153
7.098,0.350,0.153
7.100,0.350,0.152
7.102,0.350,0.152
7.104,0.351,0.151
7.106,0.351,0.151
7.108,0.351,0.151
7.110,0.352,0.150
7.112,0.352,0.150
7.114,0.352,0.149
7.116,0.352,0.149
7.118,0.353,0.149
7.120,0.353,0.148
7.122,0.353,0.148
7.124,0.354,0.147
7.126,0.354,0.147
7.128,0.354,0.147
7.130,0.355,0.146
7.132,0.355,0.146
7.134,0.355,0.145
7.136,0.355,0.145
7.138,0.356,0.145
7.140,0.356,0.144
7.142,0.356,0.144
7.144,0.357,0.143
7.146,0.357,0.143
7.148,0.357,0.142
7.150,0.357,0.142
7.152,0.358,0.142
7.154,0.358,0.141
7.156,0.358,0.141
7.158,0.359,0.140
7.160,0.359,0.140
7.162,0.359,0.139
7.164,0.359,0.139
7.166,0.360,0.138
7.168,0.360,0.138
7.170,0.360,0.138
7.172,0.361,0.137
7.174,0.361,0.137
7.176,0.361,0.136
7.178,0.361,0.136
7.180,0.362,0.135
7.182,0.362,0.135
7.184,0.362,0.134
7.186,0.362,0.134
7.188,0.363,0.133
7.190,0.363,0.133
7.192,0.363,0.132
7.194,0.363,0.132
7.196,0.364,0.132
7.198,0.364,0.131
7.200,0.364,0.131
7.202,0.365,0.130
7.204,0.365,0.130
7.206,0.365,0.129
7.208,0.365,0.129
7.210,0.366,0.128
7.212,0.366,0.128
7.214,0.366,0.127
7.216,0.366,0.127
7.218,0.367,0.126
7.220,0.367,0.126
7.222,0.367,0.125
7.224,0.367,0.125
7.226,0.368,0.124
7.228,0.368,0.124
7.230,0.368,0.123
7.232,0.368,0.123
7.234,0.369,0.122
7.236,0.369,0.121
7.238,0.369,0.121
7.240,0.369,0.120
7.242,0.370,0.120
7.244,0.370,0.119
7.246,0.370,0.119
7.248,0.370,0.118
7.250,0.371,0.118
7.252,0.371,0.117
7.254,0.371,0.117
7.256,0.371,0.116
7.258,0.371,0.116
7.260,0.372,0.115
7.262,0.372,0.115
7.264,0.372,0.114
7.266,0.372,0.113
7.268,0.373,0.113
7.270,0.373,0.112
7.272,0.373,0.112
7.274,0.373,0.111
7.276,0.373,0.111
7.278,0.374,0.110
7.280,0.374,0.110
7.282,0.374,0.109
7.284,0.374,0.108
7.286,0.375,0.108
7.288,0.375,0.107
7.290,0.375,0.107
7.292,0.375,0.106
7.294,0.375,0.106
7.296,0.376,0.105
7.298,0.376,0.104
7.300,0.376,0.104
7.302,0.376,0.103
7.304,0.376,0.103
7.306,0.377,0.102
7.308,0.377,0.101
7.310,0.377,0.101
7.312,0.377,0.100
7.314,0.377,0.100
7.316,0.378,0.099
7.318,0.378,0.099
7.320,0.378,0.098
7.322,0.378,0.097
7.324,0.378,0.097
7.326,0.379,0.096
7.328,0.379,0.095
7.330,0.379,0.095
7.332,0.379,0.094
7.334,0.379,0.094
7.336,0.380,0.093
7.338,0.380,0.092
7.340,0.380,0.092
7.342,0.380,0.091
7.344,0.380,0.091
7.346,0.381,0.090
7.348,0.381,0.089
7.350,0.381,0.089
7.352,0.381,0.088
7.354,0.381,0.087
7.356,0.381,0.087
7.358,0.382,0.086
7.360,0.382,0.086
7.362,0.382,0.085
7.364,0.382,0.084
7.366,0.382,0.084
7.368,0.382,0.083
7.370,0.383,0.082
7.372,0.383,0.082
7.374,0.383,0.081
7.376,0.383,0.080
7.378,0.383,0.080
7.380,0.383,0.079
7.382,0.384,0.079
7.384,0.384,0.078
7.386,0.384,0.077
7.388,0.384,0.077
7.390,0.384,0.076
7.392,0.384,0.075
7.394,0.385,0.075
7.396,0.385,0.074
7.398,0.385,0.073
7.400,0.385,0.073
7.402,0.385,0.072
7.404,0.385,0.071
7.406,0.385,0.071
7.408,0.386,0.070
7.410,0.386,0.069
7.412,0.386,0.069
7.414,0.386,0.068
7.416,0.386,0.067
7.418,0.386,0.067
7.420,0.386,0.066
7.422,0.386,0.065
7.424,0.387,0.065
7.426,0.387,0.064
7.428,0.387,0.063
7.430,0.387,0.062
7.432,0.387,0.062
7.434,0.387,0.061
7.436,0.387,0.060
7.438,0.387,0.060
7.440,0.388,0.059
7.442,0.388,0.058
7.444,0.388,0.058
7.446,0.388,0.057
7.448,0.388,0.056
7.450,0.388,0.056
7.452,0.388,0.055
7.454,0.388,0.054
7.456,0.389,0.053
7.458,0.389,0.053
7.460,0.389,0.052
7.462,0.389,0.051
7.464,0.389,0.051
7.466,0.389,0.050
7.468,0.389,0.049
7.470,0.389,0.049
7.472,0.389,0.048
7.474,0.389,0.047
7.476,0.390,0.046
7.478,0.390,0.046
7.480,0.390,0.045
7.482,0.390,0.044
7.484,0.390,0.044
7.486,0.390,0.043
7.488,0.390,0.042
7.490,0.390,0.041
7.492,0.390,0.041
7.494,0.390,0.040
7.496,0.390,0.039
7.498,0.390,0.038
7.500,0.391,0.038
7.502,0.391,0.037
7.504,0.391,0.036
7.506,0.391,0.036
7.508,0.391,0.035
7.510,0.391,0.034
7.512,0.391,0.033
7.514,0.391,0.033
7.516,0.391,0.032
7.518,0.391,0.031
7.520,0.391,0.030
7.522,0.391,0.030
7.524,0.391,0.029
7.526,0.391,0.028
7.528,0.391,0.027
7.530,0.392,0.027
7.532,0.392,0.026
7.534,0.392,0.025
7.536,0.392,0.025
7.538,0.392,0.024
7.540,0.392,0.023
7.542,0.392,0.022
7.544,0.392,0.022
7.546,0.392,0.021
7.548,0.392,0.020
7.550,0.392,0.019
7.552,0.392,0.019
7.554,0.392,0.018
7.556,0.392,0.017
7.558,0.392,0.016
7.560,0.392,0.016
7.562,0.392,0.015
7.564,0.392,0.014
7.566,0.392,0.013
7.568,0.392,0.013
7.570,0.392,0.012
7.572,0.392,0.011
7.574,0.392,0.010
7.576,0.392,0.010
7.578,0.392,0.009
7.580,0.392,0.008
7.582,0.392,0.007
7.584,0.392,0.007
7.586,0.392,0.006
7.588,0.392,0.005
7.590,0.392,0.004
7.592,0.392,0.004
7.594,0.392,0.003
7.596,0.392,0.002
7.598,0.392,0.001
7.600,0.392,0.000
7.602,0.392,-0.000
7.604,0.392,-0.001
7.606,0.392,-0.002
7.608,0.392,-0.003
7.610,0.392,-0.003
7.612,0.392,-0.004
7.614,0.392,-0.005
7.616,0.392,-0.006
7.618,0.392,-0.006
7.620,0.392,-0.007
7.622,0.392,-0.008
7.624,0.392,-0.009
7.626,0.392,-0.009
7.628,0.392,-0.010
7.630,0.392,-0.011
7.632,0.392,-0.012
7.634,0.392,-0.012
7.636,0.392,-0.013
7.638,0.392,-0.014
7.640,0.392,-0.015
7.642,0.392,-0.016
7.644,0.392,-0.016
7.646,0.392,-0.017
7.648,0.392,-0.018
7.650,0.392,-0.019
7.652,0.392,-0.019
7.654,0.392,-0.020
7.656,0.392,-0.021
7.658,0.392,-0.022
7.660,0.392,-0.022
7.662,0.392,-0.023
7.664,0.392,-0.024
7.666,0.392,-0.025
7.668,0.392,-0.025
7.670,0.392,-0.026
7.672,0.392,-0.027
7.674,0.392,-0.028
7.676,0.391,-0.029
7.678,0.391,-0.029
7.680,0.391,-0.030
7.682,0.391,-0.031
7.684,0.391,-0.032
7.686,0.391,-0.032
7.688,0.391,-0.033
7.690,0.391,-0.034
7.692,0.391,-0.035
7.694,0.391,-0.035
7.696,0.391,-0.036
7.698,0.391,-0.037
7.700,0.391,-0.038
7.702,0.391,-0.039
7.704,0.391,-0.039
7.706,0.390,-0.040
7.708,0.390,-0.041
7.710,0.390,-0.042
7.712,0.390,-0.042
7.714,0.390,-0.043
7.716,0.390,-0.044
7.718,0.390,-0.045
7.720,0.390,-0.045
7.722,0.390,-0.046
7.724,0.390,-0.047
7.726,0.390,-0.048
7.728,0.389,-0.048
7.730,0.389,-0.049
7.732,0.389,-0.050
7.734,0.389,-0.051
7.736,0.389,-0.051
7.738,0.389,-0.052
7.740,0.389,-0.053
7.742,0.389,-0.054
7.744,0.389,-0.055
7.746,0.389,-0.055
7.748,0.388,-0.056
7.750,0.388,-0.057
7.752,0.388,-0.058
7.754,0.388,-0.058
7.756,0.388,-0.059
7.758,0.388,-0.060
7.760,0.388,-0.061
7.762,0.388,-0.061
7.764,0.387,-0.062
7.766,0.387,-0.063
7.768,0.387,-0.064
7.770,0.387,-0.064
7.772,0.387,-0.065
7.774,0.387,-0.066
7.776,0.387,-0.067
7.778,0.387,-0.067
7.780,0.386,-0.068
7.782,0.386,-0.069
7.784,0.386,-0.070
7.786,0.386,-0.070
7.788,0.386,-0.071
7.790,0.386,-0.072
7.792,0.386,-0.073
7.794,0.385,-0.073
7.796,0.385,-0.074
7.798,0.385,-0.075
7.800,0.385,-0.075
7.802,0.385,-0.076
7.804,0.385,-0.077
7.806,0.385,-0.078
7.808,0.384,-0.078
7.810,0.384,-0.079
7.812,0.384,-0.080
7.814,0.384,-0.081
7.816,0.384,-0.081
7.818,0.384,-0.082
7.820,0.383,-0.083
7.822,0.383,-0.084
7.824,0.383,-0.084
7.826,0.383,-0.085
7.828,0.383,-0.086
7.830,0.383,-0.086
7.832,0.382,-0.087
7.834,0.382,-0.088
7.836,0.382,-0.089
7.838,0.382,-0.089
7.840,0.382,-0.090
7.842,0.382,-0.091
7.844,0.381,-0.092
7.846,0.381,-0.092
7.848,0.381,-0.093
7.850,0.381,-0.094
7.852,0.381,-0.094
7.854,0.380,-0.095
7.856,0.380,-0.096
7.858,0.380,-0.097
7.860,0.380,-0.097
7.862,0.380,-0.098
7.864,0.379,-0.099
7.866,0.379,-0.099
7.868,0.379,-0.100
7.870,0.379,-0.101
7.872,0.379,-0.101
7.874,0.378,-0.102
7.876,0.378,-0.103
7.878,0.378,-0.104
7.880,0.378,-0.104
7.882,0.378,-0.105
7.884,0.377,-0.106
7.886,0.377,-0.106
7.888,0.377,-0.107
7.890,0.377,-0.108
7.892,0.377,-0.108
7.894,0.376,-0.109
7.896,0.376,-0.110
7.898,0.376,-0.111
7.900,0.376,-0.111
7.902,0.375,-0.112
7.904,0.375,-0.113
7.906,0.375,-0.113
7.908,0.375,-0.114
7.910,0.375,-0.115
7.912,0.374,-0.115
7.914,0.374,-0.116
7.916,0.374,-0.117
7.918,0.374,-0.117
7.920,0.373,-0.118
7.922,0.373,-0.119
7.924,0.373,-0.119
7.926,0.373,-0.120
7.928,0.372,-0.121
7.930,0.372,-0.121
7.932,0.372,-0.122
7.934,0.372,-0.123
7.936,0.371,-0.123
7.938,0.371,-0.124
7.940,0.371,-0.125
7.942,0.371,-0.125
7.944,0.371,-0.126
7.946,0.370,-0.127
7.948,0.370,-0.127
7.950,0.370,-0.128
7.952,0.369,-0.129
7.954,0.369,-0.129
7.956,0.369,-0.130
7.958,0.369,-0.130
7.960,0.368,-0.131
7.962,0.368,-0.132
7.964,0.368,-0.132
7.966,0.368,-0.133
7.968,0.367,-0.134
7.970,0.367,-0.134
7.972,0.367,-0.135
7.974,0.367,-0.136
7.976,0.366,-0.136
7.978,0.366,-0.137
7.980,0.366,-0.137
7.982,0.365,-0.138
7.984,0.365,-0.139
7.986,0.365,-0.139
7.988,0.365,-0.140
7.990,0.364,-0.141
7.992,0.364,-0.141
7.994,0.364,-0.142
7.996,0.364,-0.142
7.998,0.363,-0.143
8.000,0.363,-0.144
8.002,0.363,-0.144
8.004,0.362,-0.145
8.006,0.362,-0.145
8.008,0.362,-0.146
8.010,0.362,-0.147
8.012,0.361,-0.147
8.014,0.361,-0.148
8.016,0.361,-0.148
8.018,0.360,-0.149
8.020,0.360,-0.150
8.022,0.360,-0.150
8.024,0.359,-0.151
8.026,0.359,-0.151
8.028,0.359,-0.152
8.030,0.359,-0.152
8.032,0.358,-0.153
8.034,0.358,-0.154
8.036,0.358,-0.154
8.038,0.357,-0.155
8.040,0.357,-0.155
8.042,0.357,-0.156
8.044,0.356,-0.156
8.046,0.356,-0.157
8.048,0.356,-0.158
8.050,0.355,-0.158
8.052,0.355,-0.159
8.054,0.355,-0.159
8.056,0.354,-0.160
8.058,0.354,-0.160
8.060,0.354,-0.161
8.062,0.354,-0.161
8.064,0.353,-0.162
8.066,0.353,-0.162
8.068,0.353,-0.163
8.070,0.352,-0.164
8.072,0.352,-0.164
8.074,0.352,-0.165
8.076,0.351,-0.165
8.078,0.351,-0.166
8.080,0.351,-0.166
8.082,0.350,-0.167
8.084,0.350,-0.167
8.086,0.350,-0.168
8.088,0.349,-0.168
8.090,0.349,-0.169
8.092,0.349,-0.169
8.094,0.348,-0.170
8.096,0.348,-0.170
8.098,0.348,-0.171
8.100,0.347,-0.171
8.102,0.347,-0.172
8.104,0.347,-0.172
8.106,0.346,-0.173
8.108,0.346,-0.173
8.110,0.345,-0.174
8.112,0.345,-0.174
8.114,0.345,-0.175
8.116,0.344,-0.175
8.118,0.344,-0.176
8.120,0.344,-0.176
8.122,0.343,-0.177
8.124,0.343,-0.177
8.126,0.343,-0.178
8.128,0.342,-0.178
8.130,0.342,-0.179
8.132,0.342,-0.179
8.134,0.341,-0.180
8.136,0.341,-0.180
8.138,0.341,-0.181
8.140,0.340,-0.181
8.142,0.340,-0.181
8.144,0.339,-0.182
8.146,0.339,-0.182
8.148,0.339,-0.183
8.150,0.338,-0.183
8.152,0.338,-0.184
8.154,0.338,-0.184
8.156,0.337,-0.185
8.158,0.337,-0.185
8.160,0.337,-0.186
8.162,0.336,-0.186
8.164,0.336,-0.186
8.166,0.335,-0.187
8.168,0.335,-0.187
8.170,0.335,-0.188
8.172,0.334,-0.188
8.174,0.334,-0.189
8.176,0.334,-0.189
8.178,0.333,-0.189
8.180,0.333,-0.190
8.182,0.332,-0.190
8.184,0.332,-0.191
8.186,0.332,-0.191
8.188,0.331,-0.191
8.190,0.331,-0.192
8.192,0.330,-0.192
8.194,0.330,-0.193
8.196,0.330,-0.193
8.198,0.329,-0.193
8.200,0.329,-0.194
8.202,0.329,-0.194
8.204,0.328,-0.195
8.206,0.328,-0.195
8.208,0.327,-0.195
8.210,0.327,-0.196
8.212,0.327,-0.196
8.214,0.326,-0.196
8.216,0.326,-0.197
8.218,0.325,-0.197
8.220,0.325,-0.198
8.222,0.325,-0.198
8.224,0.324,-0.198
8.226,0.324,-0.199
8.228,0.323,-0.199
8.230,0.323,-0.199
8.232,0.323,-0.200
8.234,0.322,-0.200
8.236,0.322,-0.200
8.238,0.321,-0.201
8.240,0.321,-0.201
8.242,0.321,-0.201
8.244,0.320,-0.202
8.246,0.320,-0.202
8.248,0.319,-0.202
8.250,0.319,-0.203
8.252,0.319,-0.203
8.254,0.318,-0.203
8.256,0.318,-0.204
8.258,0.317,-0.204
8.260,0.317,-0.204
8.262,0.317,-0.205
8.264,0.316,-0.205
8.266,0.316,-0.205
8.268,0.315,-0.206
8.270,0.315,-0.206
8.272,0.315,-0.206
8.274,0.314,-0.207
8.276,0.314,-0.207
8.278,0.313,-0.207
8.280,0.313,-0.208
8.282,0.312,-0.208
8.284,0.312,-0.208
8.286,0.312,-0.208
8.288,0.311,-0.209
8.290,0.311,-0.209
8.292,0.310,-0.209
8.294,0.310,-0.210
8.296,0.310,-0.210
8.298,0.309,-0.210
8.300,0.309,-0.210
8.302,0.308,-0.211
8.304,0.308,-0.211
8.306,0.307,-0.211
8.308,0.307,-0.211
8.310,0.307,-0.212
8.312,0.306,-0.212
8.314,0.306,-0.212
8.316,0.305,-0.212
8.318,0.305,-0.213
8.320,0.304,-0.213
8.322,0.304,-0.213
8.324,0.304,-0.213
8.326,0.303,-0.214
8.328,0.303,-0.214
8.330,0.302,-0.214
8.332,0.302,-0.214
8.334,0.301,-0.215
8.336,0.301,-0.215
8.338,0.301,-0.215
8.340,0.300,-0.215
8.342,0.300,-0.215
8.344,0.299,-0.216
8.346,0.299,-0.216
8.348,0.298,-0.216
8.350,0.298,-0.216
8.352,0.298,-0.217
8.354,0.297,-0.217
8.356,0.297,-0.217
8.358,0.296,-0.217
8.360,0.296,-0.217
8.362,0.295,-0.218
8.364,0.295,-0.218
8.366,0.295,-0.218
8.368,0.294,-0.218
8.370,0.294,-0.218
8.372,0.293,-0.219
8.374,0.293,-0.219
8.376,0.292,-0.219
8.378,0.292,-0.219
8.380,0.291,-0.219
8.382,0.291,-0.219
8.384,0.291,-0.220
8.386,0.290,-0.220
8.388,0.290,-0.220
8.390,0.289,-0.220
8.392,0.289,-0.220
8.394,0.288,-0.220
8.396,0.288,-0.221
8.398,0.288,-0.221
8.400,0.287,-0.221
8.402,0.287,-0.221
8.404,0.286,-0.221
8.406,0.286,-0.221
8.408,0.285,-0.221
8.410,0.285,-0.222
8.412,0.284,-0.222
8.414,0.284,-0.222
8.416,0.284,-0.222
8.418,0.283,-0.222
8.420,0.283,-0.222
8.422,0.282,-0.222
8.424,0.282,-0.222
8.426,0.281,-0.223
8.428,0.281,-0.223
8.430,0.280,-0.223
8.432,0.280,-0.223
8.434,0.280,-0.223
8.436,0.279,-0.223
8.438,0.279,-0.223
8.440,0.278,-0.223
8.442,0.278,-0.224
8.444,0.277,-0.224
8.446,0.277,-0.224
8.448,0.276,-0.224
8.450,0.276,-0.224
8.452,0.276,-0.224
8.454,0.275,-0.224
8.456,0.275,-0.224
8.458,0.274,-0.224
8.460,0.274,-0.224
8.462,0.273,-0.224
8.464,0.273,-0.225
8.466,0.272,-0.225
8.468,0.272,-0.225
8.470,0.271,-0.225
8.472,0.271,-0.225
8.474,0.271,-0.225
8.476,0.270,-0.225
8.478,0.270,-0.225
8.480,0.269,-0.225
8.482,0.269,-0.225
8.484,0.268,-0.225
8.486,0.268,-0.225
8.488,0.267,-0.225
8.490,0.267,-0.225
8.492,0.267,-0.225
8.494,0.266,-0.225
8.496,0.266,-0.225
8.498,0.265,-0.226
8.500,0.265,-0.226
8.502,0.264,-0.226
8.504,0.264,-0.226
8.506,0.263,-0.226
8.508,0.263,-0.226
8.510,0.262,-0.226
8.512,0.262,-0.226
8.514,0.262,-0.226
8.516,0.261,-0.226
8.518,0.261,-0.226
8.520,0.260,-0.226
8.522,0.260,-0.226
8.524,0.259,-0.226
8.526,0.259,-0.226
8.528,0.258,-0.226
8.530,0.258,-0.226
8.532,0.258,-0.226
8.534,0.257,-0.226
8.536,0.257,-0.226
8.538,0.256,-0.226
8.540,0.256,-0.226
8.542,0.255,-0.226
8.544,0.255,-0.226
8.546,0.254,-0.226
8.548,0.254,-0.226
8.550,0.253,-0.226
8.552,0.253,-0.226
8.554,0.253,-0.226
8.556,0.252,-0.226
8.558,0.252,-0.226
8.560,0.251,-0.226
8.562,0.251,-0.226
8.564,0.250,-0.226
8.566,0.250,-0.226
8.568,0.249,-0.226
8.570,0.249,-0.226
8.572,0.248,-0.226
8.574,0.248,-0.226
8.576,0.248,-0.226
8.578,0.247,-0.225
8.580,0.247,-0.225
8.582,0.246,-0.225
8.584,0.246,-0.225
8.586,0.245,-0.225
8.588,0.245,-0.225
8.590,0.244,-0.225
8.592,0.244,-0.225
8.594,0.244,-0.225
8.596,0.243,-0.225
8.598,0.243,-0.225
8.600,0.242,-0.225
8.602,0.242,-0.225
8.604,0.241,-0.225
8.606,0.241,-0.225
8.608,0.240,-0.225
8.610,0.240,-0.225
8.612,0.239,-0.224
8.614,0.239,-0.224
8.616,0.239,-0.224
8.618,0.238,-0.224
8.620,0.238,-0.224
8.622,0.237,-0.224
8.624,0.237,-0.224
8.626,0.236,-0.224
8.628,0.236,-0.224
8.630,0.235,-0.224
8.632,0.235,-0.224
8.634,0.235,-0.224
8.636,0.234,-0.223
8.638,0.234,-0.223
8.640,0.233,-0.223
8.642,0.233,-0.223
8.644,0.232,-0.223
8.646,0.232,-0.223
8.648,0.231,-0.223
8.650,0.231,-0.223
8.652,0.231,-0.223
8.654,0.230,-0.223
8.656,0.230,-0.222
8.658,0.229,-0.222
8.660,0.229,-0.222
8.662,0.228,-0.222
8.664,0.228,-0.222
8.666,0.227,-0.222
8.668,0.227,-0.222
8.670,0.227,-0.222
8.672,0.226,-0.222
8.674,0.226,-0.221
8.676,0.225,-0.221
8.678,0.225,-0.221
8.680,0.224,-0.221
8.682,0.224,-0.221
8.684,0.223,-0.221
8.686,0.223,-0.221
8.688,0.223,-0.220
8.690,0.222,-0.220
8.692,0.222,-0.220
8.694,0.221,-0.220
8.696,0.221,-0.220
8.698,0.220,-0.220
8.700,0.220,-0.220
8.702,0.219,-0.219
8.704,0.219,-0.219
8.706,0.219,-0.219
8.708,0.218,-0.219
8.710,0.218,-0.219
8.712,0.217,-0.219
8.714,0.217,-0.219
8.716,0.216,-0.218
8.718,0.216,-0.218
8.720,0.216,-0.218
8.722,0.215,-0.218
8.724,0.215,-0.218
8.726,0.214,-0.218
8.728,0.214,-0.217
8.730,0.213,-0.217
8.732,0.213,-0.217
8.734,0.212,-0.217
8.736,0.212,-0.217
8.738,0.212,-0.217
8.740,0.211,-0.216
8.742,0.211,-0.216
8.744,0.210,-0.216
8.746,0.210,-0.216
8.748,0.209,-0.216
8.750,0.209,-0.215
8.752,0.209,-0.215
8.754,0.208,-0.215
8.756,0.208,-0.215
8.758,0.207,-0.215
8.760,0.207,-0.215
8.762,0.206,-0.214
8.764,0.206,-0.214
8.766,0.206,-0.214
8.768,0.205,-0.214
8.770,0.205,-0.214
8.772,0.204,-0.213
8.774,0.204,-0.213
8.776,0.203,-0.213
8.778,0.203,-0.213
8.780,0.203,-0.213
8.782,0.202,-0.212
8.784,0.202,-0.212
8.786,0.201,-0.212
8.788,0.201,-0.212
8.790,0.200,-0.212
8.792,0.200,-0.211
8.794,0.200,-0.211
8.796,0.199,-0.211
8.798,0.199,-0.211
8.800,0.198,-0.210
8.802,0.198,-0.210
8.804,0.198,-0.210
8.806,0.197,-0.210
8.808,0.197,-0.210
